Marca;Modelo;Comb;Faixa;Ano;Valor;Nome;;;
HYUNDAI ;IX35 B;G;>100;2014; 55.666 ;IX35;;;
VOLVO ;XC90 V8 AWD;G;>100;2010; 55.665 ;XC90;;;
VW ;NOVA SAVEIRO PP MBVE;G;>100;2019; 55.652 ;NOVA;;;
HONDA ;CITY PERSONAL;G;<80;2020; 55.642 ;CITY;;;
CHEV ;SPIN 1.8L MT LS E;G;<80;2020; 55.640 ;SPIN;;;
FIAT ;CRONOS PREC 1.8;G;>100;2019; 55.636 ;CRONOS;;;
FORD ;TRANSIT REVES 16L;D;>100;2010; 55.634 ;TRANSIT;;;
KIA ;MOHAVE EX 3.8L V6;G;>100;2012; 55.624 ;MOHAVE;;;
PEUGEOT ;BOXER M330M 2.3;D;>100;2015; 55.609 ;BOXER;;;
NISSAN ;SENTRA 20SV CVT;G;>100;2017; 55.608 ;SENTRA;;;
FIAT ;CRONOS 1.8 AT;G;<80;2020; 55.597 ;CRONOS;;;
VW ;MASCA GRANMINI W120 M;D;>100;2006; 55.593 ;MASCA;;;
VW ;GOLF COMFORTLINE AA;G;>100;2015; 55.586 ;GOLF;;;
PEUGEOT ;408 GRIFFETHPA;G;>100;2017; 55.586 ;408;;;
VW ;AMAROK CD 4X4 SE;D;>100;2012; 55.582 ;AMAROK;;;
TOYOTA ;YARIS HM XL13LIVE;G;<80;2020; 55.567 ;YARIS;;;
FIAT ;DUCATO FABUSFORMA;D;>100;2007; 55.565 ;DUCATO;;;
CHEVROLET ;S10 LTZ FD2;G;>100;2013; 55.551 ;S10;;;
RENAULT ;CAPTUR ZEN 16M;G;>100;2016; 55.528 ;CAPTUR;;;
FORD ;KA TIT AT 1.5 HA C;G;>100;2019; 55.513 ;KA;;;
FORD ;F250 XL F21;D;>100;2010; 55.490 ;F250;;;
TOYOTA ;HILUX CD4X4 SR;D;>100;2008; 55.488 ;HILUX;;;
RENAULT ;MASTER REVES MC;D;>100;2012; 55.470 ;MASTER;;;
CITROEN ;JUMPER F33C 23S;D;>100;2013; 55.454 ;JUMPER;;;
CITROEN ;JUMPER F35LH 23S;D;>100;2013; 55.454 ;JUMPER;;;
FIAT ;DUCATO GCASA AMB1;D;>100;2012; 55.452 ;DUCATO;;;
VW ;NOVA SAVEIRO PP MBVD;G;>100;2018; 55.450 ;NOVA;;;
FORD ;ECOSPORT SE 1.5;G;<80;2017; 55.446 ;ECOSPORT;;;
FIAT ;DUCATO MC TCA MIC;D;>100;2011; 55.438 ;DUCATO;;;
RENAULT ;MST MODIFICAR EM;D;>100;2017; 55.435 ;MST;;;
RENAULT ;CAPTUR ZEN 16A;G;>100;2017; 55.427 ;CAPTUR;;;
FORD ;RODOKINHO CARGO CT;D;>100;2007; 55.423 ;RODOKINHO;;;
HONDA ;FIT EXL CVT;G;80-100;2017; 55.415 ;FIT;;;
VW ;JETTA TL AF;G;>100;2016; 55.401 ;JETTA;;;
HYUNDAI ;HB20X 16A VISION;G;<80;2019; 55.401 ;HB20X;;;
FIAT ;DUCATO CIRILO AMBUL;D;>100;2013; 55.391 ;DUCATO;;;
VW ;8.150 E DELIVERY PLUS;D;>100;2008; 55.389 ;8.150;;;
VOLVO ;VM 260 4X2R;D;>100;2007; 55.386 ;VM;;;
AUDI ;A4 2.0TFSI SPO;G;>100;2013; 55.385 ;A4;;;
VOLVO ;XC60 2.0 T5 DYNA;G;>100;2012; 55.385 ;XC60;;;
FIAT ;FIORINO WORKING;G;<80;2020; 55.373 ;FIORINO;;;
RENAULT ;MASTER MARIMAR A;D;>100;2016; 55.360 ;MASTER;;;
FORD ;KA TIT AT 1.5 SD C;G;<80;2019; 55.359 ;KA;;;
RENAULT ;MASTER REVES A;D;>100;2012; 55.359 ;MASTER;;;
FORD ;CARGO 4532E TOPLINE;D;>100;2010; 55.353 ;CARGO;;;
TOYOTA ;YARIS SD XL 15 MT;G;>100;2019; 55.337 ;YARIS;;;
FORD ;F4000 4X4;D;>100;2008; 55.332 ;F4000;;;
FORD ;F250 XLT G;D;>100;2008; 55.331 ;F250;;;
FORD ;PM1000TAO CAM 3E;D;>100;2011; 55.328 ;PM1000TAO;;;
FIAT ;DUCATO MUL ATENA MI;D;>100;2011; 55.322 ;DUCATO;;;
KIA ;RIO LX1.6 FF AT HB;G;>100;2019; 55.319 ;RIO;;;
FIAT ;WEEKEND ADVENTURE;G;<80;2018; 55.319 ;WEEKEND;;;
VW ;MASCA GRANMIDI O;D;>100;2006; 55.297 ;MASCA;;;
VW ;9.150E CUMMINS;D;>100;2007; 55.287 ;9.150E;;;
PEUGEOT ;BOXER JAEDI TUR;D;>100;2013; 55.283 ;BOXER;;;
FIAT ;DUCATO M JAEDI OESC;D;>100;2012; 55.275 ;DUCATO;;;
BMW ;530I NU91;G;>100;2007; 55.271 ;530I;;;
TOYOTA ;HILUX CD4X4;D;>100;2010; 55.252 ;HILUX;;;
FIAT ;TECFORM CLASS CD2;D;>100;2013; 55.249 ;TECFORM;;;
VW ;AMAROK CS 4X4 S;D;>100;2012; 55.222 ;AMAROK;;;
VW ;E;D;>100;2006; 55.222 ;E;;;
VW ;PASSAT CC 3.6 FSI;G;>100;2010; 55.216 ;PASSAT;;;
FIAT ;DUCATO MULTI REVESC;D;>100;2011; 55.202 ;DUCATO;;;
HONDA ;FIT EX CVT;G;80-100;2017; 55.199 ;FIT;;;
RENAULT ;MASTER ALLT AMB2;D;>100;2015; 55.193 ;MASTER;;;
FIAT ;DUCATO GUERRA MC 16;D;>100;2011; 55.185 ;DUCATO;;;
HYUNDAI ;HB20X 16A EVOLUT;G;<80;2019; 55.180 ;HB20X;;;
FIAT ;DUCATO MC TH AMB;D;>100;2012; 55.179 ;DUCATO;;;
PEUGEOT ;2008 ALLURE EAT6;G;80-100;2019; 55.177 ;2008;;;
BMW ;550I NB51;G;>100;2006; 55.174 ;550I;;;
VW ;15.180 CNM;D;>100;2006; 55.172 ;15.180;;;
AUDI ;A4 AV 2.0TFSI SPO;G;>100;2012; 55.164 ;A4;;;
GM ;S10 2.8 S 4X4;D;>100;2013; 55.163 ;S10;;;
VW ;NEOBUS THUNDER;D;>100;2007; 55.157 ;NEOBUS;;;
RENAULT ;LOGAN ZEN10MT;G;<80;2021; 55.147 ;LOGAN;;;
VW ;TIGUAN 2.0 TSI;G;>100;2013; 55.146 ;TIGUAN;;;
PEUGEOT ;BOXER M330M 23S;D;>100;2012; 55.136 ;BOXER;;;
FIAT ;ARGO HGT 1.8 AT6;G;<80;2018; 55.133 ;ARGO;;;
VW ;SAVEIRO CE CROSS MA;G;>100;2018; 55.133 ;SAVEIRO;;;
HYUNDAI ;IX35 2.0;G;>100;2014; 55.132 ;IX35;;;
FIAT ;MOBI TREKKING 1.0MT;G;<80;2021; 55.116 ;MOBI;;;
VW ;8.150;D;>100;2009; 55.112 ;8.150;;;
VW ;13.180 EURO3 WORKER;D;>100;2007; 55.111 ;13.180;;;
VW ;13.180 E;D;>100;2007; 55.110 ;13.180;;;
CITROEN ;C4L THP A EXCL;G;>100;2016; 55.104 ;C4L;;;
CHEVROLET ;MONTANA MAIA A;G;<80;2021; 55.102 ;MONTANA;;;
HONDA ;HR V LX MT;G;>100;2015; 55.099 ;HR;;;
PEUGEOT ;BOXER HDI TCA MS;D;>100;2011; 55.099 ;BOXER;;;
FIAT ;DUCATO MULTI INTER;D;>100;2013; 55.095 ;DUCATO;;;
CHERY ;TIGGO2 1.5 AT LOOK;G;<80;2020; 55.083 ;TIGGO2;;;
FORD ;FOCUS SE AT 1.6HC;G;>100;2016; 55.081 ;FOCUS;;;
VW ;JETTA TL AF;G;>100;2015; 55.070 ;JETTA;;;
BMW ;X1 SDRIVE1.8I VL31;G;>100;2012; 55.056 ;X1;;;
CITROEN ;C4L THP M ORIG;G;>100;2017; 55.054 ;C4L;;;
FORD ;F250 XL F20;G;>100;2007; 55.053 ;F250;;;
CHEVROLET ;S10 LS DS2;D;>100;2013; 55.028 ;S10;;;
PEUGEOT ;BOXER MARIMAR A;D;>100;2014; 55.022 ;BOXER;;;
PEUGEOT ;BOXER TRANS ESC;D;>100;2010; 55.022 ;BOXER;;;
TOYOTA ;YARIS SD XL 15 AT;G;>100;2018; 55.021 ;YARIS;;;
RENAULT ;MASTER EUROLAF P;D;>100;2012; 55.019 ;MASTER;;;
AUDI ;A6 3.2 FSI;G;>100;2007; 55.010 ;A6;;;
FORD ;ECOSPORT SE AT2.0;G;>100;2017; 55.010 ;ECOSPORT;;;
PEUGEOT ;BOXER GREENCAR16;D;>100;2015; 55.009 ;BOXER;;;
DODGE ;RAM 2500 RC;D;>100;2006; 55.004 ;RAM;;;
NISSAN ;FRONTIER LE 25 X4;D;>100;2010; 55.003 ;FRONTIER;;;
CHEVROLET ;S10 LS DS4;D;>100;2013; 55.000 ;S10;;;
CITROEN ;JUMP GREENCAR ES;D;>100;2011; 54.994 ;JUMP;;;
FIAT ;DUCATO MARTICAR 16;D;>100;2011; 54.989 ;DUCATO;;;
FIAT ;DUCATO M EMBRAFI 16;D;>100;2012; 54.988 ;DUCATO;;;
FIAT ;CRONOS DRIVE AT;G;>100;2018; 54.980 ;CRONOS;;;
VW ;8.150 RODOKINHO CT;D;>100;2006; 54.966 ;8.150;;;
JAGUAR ;S TYPE V6 SE;G;>100;2006; 54.965 ;S;;;
VW ;13.170 E;D;>100;2006; 54.952 ;13.170;;;
TOYOTA ;HILUX CS4X4;D;>100;2011; 54.937 ;HILUX;;;
FORD ;ECOSPORT SE DT 1.5;G;>100;2017; 54.936 ;ECOSPORT;;;
FIAT ;DUCATO GUERRA MC 20;D;>100;2011; 54.935 ;DUCATO;;;
FIAT ;DUCATO MULTI;D;>100;2012; 54.932 ;DUCATO;;;
FORD ;ECOSPORT SE ATDT1.5;G;<80;2017; 54.927 ;ECOSPORT;;;
VW ;9150 UNISAUDE ATHENAS;D;>100;2006; 54.927 ;9150;;;
GMC ;HUMMER H3 ALPHA;G;>100;2008; 54.911 ;HUMMER;;;
HYUNDAI ;HB20X 1.6A PREMI;G;>100;2018; 54.910 ;HB20X;;;
GM ;S10 MARIMAR AMB;G;>100;2015; 54.907 ;S10;;;
JEEP ;RENEGADE 1.8 AT;G;<80;2017; 54.900 ;RENEGADE;;;
NISSAN ;FRONTIER SEATT4X2;D;>100;2012; 54.875 ;FRONTIER;;;
FORD ;ECOSPORT SE AT 2.0B;G;>100;2017; 54.871 ;ECOSPORT;;;
FIAT ;DUCATO NIKS MULT 16;D;>100;2012; 54.865 ;DUCATO;;;
RENAULT ;SANDERO SIN16CVT;G;<80;2019; 54.858 ;SANDERO;;;
FIAT ;ARGO PRECISION AT6;G;<80;2019; 54.854 ;ARGO;;;
FORD ;EDGE V6;G;>100;2011; 54.848 ;EDGE;;;
FIAT ;DUCA ESCOLAR FFBM25;D;>100;2010; 54.842 ;DUCA;;;
HYUNDAI ;AZERA 3.0 V6;G;>100;2012; 54.836 ;AZERA;;;
CHEVROLET ;COBALT 18A LTZ;G;<80;2019; 54.825 ;COBALT;;;
TOYOTA ;LAND CRUISER PR;D;>100;2006; 54.820 ;LAND;;;
CITROEN ;C4L THP A TEND;G;>100;2017; 54.813 ;C4L;;;
FIAT ;DUCATO MULT JAEDI T;D;>100;2012; 54.808 ;DUCATO;;;
VW ;8150 UNISAUDE ATHENAS;D;>100;2006; 54.806 ;8150;;;
VW ;SAVEIRO MODIFICAR AB1;G;<80;2021; 54.787 ;SAVEIRO;;;
FORD ;CARGO 1517 E;D;>100;2007; 54.784 ;CARGO;;;
JEEP ;CHEROKEE SPORT;G;>100;2012; 54.778 ;CHEROKEE;;;
FIAT ;DOBLO ADVENTURE;G;>100;2016; 54.775 ;DOBLO;;;
HYUNDAI ;H100 TOP;D;>100;2018; 54.774 ;H100;;;
CITROEN ;JUMPER M35LH 2.3;D;>100;2012; 54.774 ;JUMPER;;;
VW ;GOL 1.6L MB5;G;<80;2021; 54.746 ;GOL;;;
CHEVROLET ;S10 LT DD4;G;>100;2012; 54.735 ;S10;;;
TOYOTA ;HILUX CD4X2 SR;G;>100;2012; 54.730 ;HILUX;;;
BMW ;130I UD51;G;>100;2010; 54.727 ;130I;;;
PEUGEOT ;BOX MODIFICAR TP;D;>100;2015; 54.717 ;BOX;;;
RENAULT ;DUSTER 16 E CVT;G;>100;2019; 54.707 ;DUSTER;;;
FORD ;FOCUS SE 1.6 HC;G;>100;2017; 54.703 ;FOCUS;;;
NISSAN ;VERSA 16SL CVT;G;<80;2019; 54.701 ;VERSA;;;
RENAULT ;SANDERO ZEN10MT;G;<80;2021; 54.698 ;SANDERO;;;
PEUGEOT ;308 GRIFFETHPA;G;>100;2017; 54.697 ;308;;;
CHEV ;ONIX PLUS 10TAT LT1;G;<80;2019; 54.689 ;ONIX;;;
FORD ;KA TIT AT 1.5 SD C;G;<80;2018; 54.689 ;KA;;;
RENAULT ;MASTER EUR STDL3;D;>100;2011; 54.679 ;MASTER;;;
BMW ;X1 SDRIVE20I VL91;G;>100;2011; 54.677 ;X1;;;
HYUNDAI ;HB20S 1.6A PREM;G;>100;2018; 54.665 ;HB20S;;;
CHEVROLET ;ONIX 1.4AT ACT;G;>100;2019; 54.658 ;ONIX;;;
NISSAN ;FRONTIER XE 4X4;D;>100;2013; 54.653 ;FRONTIER;;;
RENAULT ;MASTER ALLT AMB3;D;>100;2014; 54.650 ;MASTER;;;
TOYOTA ;FJ CRUISER;G;>100;2007; 54.645 ;FJ;;;
PEUGEOT ;BOXER F330M 23S;D;>100;2015; 54.644 ;BOXER;;;
FIAT ;DUCATO MX BOATA AMB;D;>100;2011; 54.643 ;DUCATO;;;
VW ;SAVEIRO KG FUNERAL A;G;<80;2021; 54.640 ;SAVEIRO;;;
NISSAN ;VERSA 16 SL;G;>100;2019; 54.640 ;VERSA;;;
PEUGEOT ;BOXER VIDA AMB;D;>100;2015; 54.634 ;BOXER;;;
HONDA ;FIT PERSONAL;G;<80;2019; 54.631 ;FIT;;;
CITROEN ;AIRCROSS LIVE AT;G;<80;2019; 54.619 ;AIRCROSS;;;
VW ;15.170 E;D;>100;2006; 54.597 ;15.170;;;
RENAULT ;MASTER FUR L1H1;D;>100;2012; 54.595 ;MASTER;;;
FIAT ;DUCATO NIKS;D;>100;2011; 54.595 ;DUCATO;;;
CHEVROLET ;MONTANA MNPAMB;G;<80;2021; 54.595 ;MONTANA;;;
VOLVO ;XC60 2.0 T5 COMF;G;>100;2012; 54.589 ;XC60;;;
CHEV ;SPIN 1.8L AT ACT;G;80-100;2018; 54.586 ;SPIN;;;
KIA ;MOHAVE EX 4.6L V8;G;>100;2011; 54.586 ;MOHAVE;;;
VW ;MASCA GRANVIA O;D;>100;2006; 54.585 ;MASCA;;;
FIAT ;DUCATO MARTICAR M;D;>100;2011; 54.584 ;DUCATO;;;
DODGE ;JOURNEY RT AWD;G;>100;2013; 54.584 ;JOURNEY;;;
FORD ;ECOSPORT FSL AT1.6B;G;>100;2017; 54.582 ;ECOSPORT;;;
JAGUAR ;X TYPE 3.0 SW;G;>100;2007; 54.567 ;X;;;
FORD ;CARGO CIOATO 4532 E;D;>100;2008; 54.558 ;CARGO;;;
BMW ;335I VB71;G;>100;2007; 54.544 ;335I;;;
PEUGEOT ;208 GRIFFE 1AT;G;80-100;2019; 54.544 ;208;;;
FORD ;CARGO 1317 E;D;>100;2007; 54.528 ;CARGO;;;
PEUGEOT ;2008 CROSSWAY AT;G;>100;2016; 54.521 ;2008;;;
CITROEN ;C3 EXCLUSIVE A;G;>100;2019; 54.512 ;C3;;;
FORD ;CARGO 4532E TOPLINE;D;>100;2009; 54.509 ;CARGO;;;
FIAT ;ARGO HGT 1.8 AT6;G;<80;2017; 54.504 ;ARGO;;;
JEEP ;GCHEROKEE LTD CRD;D;>100;2008; 54.501 ;GCHEROKEE;;;
FORD ;TRANSIT350LCIRILO;D;>100;2011; 54.487 ;TRANSIT350LCIRILO;;;
FIAT ;500 ABARTH TURBO;G;>100;2013; 54.482 ;500;;;
VOLVO ;XC90 3.2 AWD;G;>100;2011; 54.479 ;XC90;;;
FIAT ;DUCAMA FFORMA MIC23;D;>100;2012; 54.474 ;DUCAMA;;;
HYUNDAI ;TUCSON GLSB;G;>100;2018; 54.464 ;TUCSON;;;
FORD ;ECOSPORT TIT AT2.0B;G;>100;2017; 54.463 ;ECOSPORT;;;
FORD ;ECOSPORT TITNAT 2.0;G;>100;2017; 54.463 ;ECOSPORT;;;
HONDA ;CIVIC LXS AT;G;>100;2016; 54.461 ;CIVIC;;;
HYUNDAI ;HB20S 1.6A COMF;G;>100;2019; 54.456 ;HB20S;;;
PEUGEOT ;B REVESCAP AMBSR;D;>100;2015; 54.448 ;B;;;
PEUGEOT ;BOXER F330C 23S;D;>100;2015; 54.447 ;BOXER;;;
GM ;S10 2.8 4X4RONTAN AMB;D;>100;2010; 54.445 ;S10;;;
KIA ;CERATO FF SX4 ATNB;G;>100;2017; 54.443 ;CERATO;;;
FIAT ;DUCATO MARTICAR 14;D;>100;2014; 54.442 ;DUCATO;;;
JEEP ;WRANGLER 3.8L;G;>100;2007; 54.436 ;WRANGLER;;;
CITROEN ;JUMPER C32M D;D;>100;2014; 54.428 ;JUMPER;;;
VW ;GOLF COMFORTLINE MA;G;>100;2016; 54.425 ;GOLF;;;
FORD ;KA SEL AT 1.5 SD C;G;<80;2020; 54.420 ;KA;;;
HYUNDAI ;HB20S 16M VISION;G;<80;2020; 54.420 ;HB20S;;;
RENAULT ;FLUENCE PRI20A;G;>100;2017; 54.404 ;FLUENCE;;;
GMC ;HUMMER H3;G;>100;2008; 54.391 ;HUMMER;;;
FORD ;RANGER XL;D;>100;2011; 54.389 ;RANGER;;;
HYUNDAI ;HB20X 16A FE.DIA;G;<80;2019; 54.384 ;HB20X;;;
CITROEN ;C4CACTUS LIVE;G;>100;2019; 54.377 ;C4CACTUS;;;
CHEVROLET ;S10 LS FD2;G;>100;2014; 54.366 ;S10;;;
CHEV ;ONIX 10TAT LT1;G;<80;2020; 54.360 ;ONIX;;;
FORD ;FUSION HYBRID;G;>100;2012; 54.356 ;FUSION;;;
VOLVO ;S80 V8 AWD;G;>100;2007; 54.352 ;S80;;;
HYUNDAI ;HB20 1.6A RSPEC;G;>100;2019; 54.351 ;HB20;;;
FIAT ;FIOR MODIFICAR AB1;G;<80;2021; 54.334 ;FIOR;;;
BMW ;325I PH11;G;>100;2011; 54.332 ;325I;;;
CITROEN ;J GREENCAR AM10;D;>100;2014; 54.322 ;J;;;
CHERY ;TIGGO2 1.5 AT ACT;G;<80;2018; 54.317 ;TIGGO2;;;
CITROEN ;JUMPER FURG 33M;D;>100;2012; 54.311 ;JUMPER;;;
RENAULT ;DUSTER 16 D CVT;G;>100;2017; 54.309 ;DUSTER;;;
CHEV ;SPIN CAVENAGHI ACES;G;<80;2019; 54.299 ;SPIN;;;
HYUNDAI ;HB20 10M SENSE;G;<80;2021; 54.295 ;HB20;;;
VW ;GOLF HIGHLINE AC;G;>100;2014; 54.288 ;GOLF;;;
VW ;COMIL BELLO M;D;>100;2009; 54.287 ;COMIL;;;
VW ;AMAROK CD 4X4 SE;D;>100;2011; 54.285 ;AMAROK;;;
FORD ;FUSION FLEX;G;>100;2014; 54.275 ;FUSION;;;
FORD ;FUSION FLEX B;G;>100;2014; 54.275 ;FUSION;;;
TOYOTA ;PRIUS;G;>100;2011; 54.268 ;PRIUS;;;
FORD ;RANGER XLSCD2 25B;G;>100;2014; 54.262 ;RANGER;;;
CHERY ;TIGGO 2 1.5 ACT;G;>100;2019; 54.259 ;TIGGO;;;
VW ;NOVA SAVEIRO RB MBVS;G;<80;2021; 54.256 ;NOVA;;;
RENAULT ;ALLTECH ESCOLAR;D;>100;2011; 54.245 ;ALLTECH;;;
PEUGEOT ;408 ALLURETHPA;G;>100;2016; 54.243 ;408;;;
RENAULT ;SANDERO INT16CVT;G;<80;2020; 54.243 ;SANDERO;;;
RENAULT ;OROCH 16 DYN42;G;>100;2017; 54.242 ;OROCH;;;
PEUGEOT ;208 ACT PK1AT;G;<80;2020; 54.239 ;208;;;
CITROEN ;C4L LIVE AUT;G;>100;2018; 54.217 ;C4L;;;
PEUGEOT ;2008 ALLURE EAT6;G;80-100;2018; 54.215 ;2008;;;
TOYOTA ;HILUX CD4X4 SR;D;>100;2007; 54.211 ;HILUX;;;
FIAT ;TECFORM CLASS CD2;D;>100;2012; 54.210 ;TECFORM;;;
FORD ;TRST MODIFICAR TP;D;>100;2012; 54.202 ;TRST;;;
CHEVROLET ;MONTANA LS1;G;<80;2021; 54.200 ;MONTANA;;;
CHEVROLET ;MONTANA PCIA A;G;<80;2021; 54.200 ;MONTANA;;;
CHEVROLET ;MONTANA PCIA F;G;<80;2021; 54.200 ;MONTANA;;;
NISSAN ;SENTRA UNIQUE;G;>100;2015; 54.175 ;SENTRA;;;
JEEP ;GCHEROKEE LIMITED;G;>100;2008; 54.174 ;GCHEROKEE;;;
FORD ;CARGO 1317;D;>100;2007; 54.170 ;CARGO;;;
FORD ;F250 XL F20;D;>100;2006; 54.169 ;F250;;;
CITROEN ;AIRCROSS LIVE MT;G;<80;2020; 54.157 ;AIRCROSS;;;
HONDA ;CITY PERSONAL;G;<80;2019; 54.155 ;CITY;;;
DODGE ;JOURNEY R T;G;>100;2016; 54.135 ;JOURNEY;;;
FIAT ;DUCA ESCOLAR FFBM26;D;>100;2011; 54.135 ;DUCA;;;
CITROEN ;C4L LIVE BSNS;G;>100;2019; 54.126 ;C4L;;;
TOYOTA ;YARIS HA XL13LIVE;G;<80;2019; 54.123 ;YARIS;;;
RENAULT ;LOGAN INT16CVT;G;<80;2019; 54.086 ;LOGAN;;;
TOYOTA ;HILUX SW4;D;>100;2008; 54.084 ;HILUX;;;
RENAULT ;LOGAN ICO16CVT;G;<80;2019; 54.082 ;LOGAN;;;
VW ;MASCA CHAPECO MC.ON;D;>100;2011; 54.079 ;MASCA;;;
FIAT ;DUCATO M ALTECH AMB;D;>100;2012; 54.074 ;DUCATO;;;
HONDA ;CITY EX CVT;G;80-100;2017; 54.070 ;CITY;;;
VW ;COMIL BELLO O;D;>100;2007; 54.064 ;COMIL;;;
FIAT ;DUCATO MC SITNE;D;>100;2012; 54.063 ;DUCATO;;;
FIAT ;ARGO HGT 1.8;G;>100;2019; 54.059 ;ARGO;;;
RENAULT ;OROCH 16 4X2;G;<80;2020; 54.056 ;OROCH;;;
RENAULT ;OROCH EXP 16 SCE;G;<80;2020; 54.056 ;OROCH;;;
HYUNDAI ;HB20S 16A VISION;G;<80;2019; 54.052 ;HB20S;;;
FORD ;F250 XL K;D;>100;2008; 54.040 ;F250;;;
FORD ;KA 100 ANOS AT 1.5;G;>100;2019; 54.029 ;KA;;;
VW ;AMAROK CD 4X2;D;>100;2011; 54.028 ;AMAROK;;;
FORD ;CARGO1717 E;D;>100;2007; 54.024 ;CARGO1717;;;
RENAULT ;MASTER TRANSF A;D;>100;2013; 53.997 ;MASTER;;;
CITROEN ;DS5 TURBO165A6;G;>100;2012; 53.995 ;DS5;;;
FORD ;TRANSIT 350L CC;D;>100;2014; 53.994 ;TRANSIT;;;
FORD ;PM1000TAO CAM 3E;D;>100;2010; 53.990 ;PM1000TAO;;;
FIAT ;ARGO 1.0;G;<80;2021; 53.988 ;ARGO;;;
VW ;GOLF COMFORTLINE AC;G;>100;2015; 53.983 ;GOLF;;;
HONDA ;CITY DX MT;G;<80;2020; 53.981 ;CITY;;;
FIAT ;DUCATO MINIBUS;D;>100;2011; 53.969 ;DUCATO;;;
FIAT ;DUCATO MULT TAKO MI;D;>100;2011; 53.966 ;DUCATO;;;
FIAT ;DUCATO CIRILO MISTO;D;>100;2011; 53.964 ;DUCATO;;;
FIAT ;DUCATO MARIMAR AMB;D;>100;2013; 53.960 ;DUCATO;;;
PEUGEOT ;308 ALLURETHPA;G;>100;2016; 53.929 ;308;;;
NISSAN ;FRONTIER XE 25 X2;D;>100;2012; 53.927 ;FRONTIER;;;
PEUGEOT ;208 GT;G;>100;2017; 53.925 ;208;;;
CHEV ;ONIX PLUS 10MT LT4;G;<80;2021; 53.924 ;ONIX;;;
VW ;VIRTUS MF;G;<80;2020; 53.921 ;VIRTUS;;;
FORD ;KA TIT AT 1.5 HA C;G;>100;2018; 53.914 ;KA;;;
BMW ;118I 1A31;G;>100;2013; 53.904 ;118I;;;
VW ;TOUAREG V6;G;>100;2010; 53.897 ;TOUAREG;;;
FORD ;CARGO 815 E;D;>100;2009; 53.893 ;CARGO;;;
NISSAN ;VERSA 10;G;<80;2021; 53.845 ;VERSA;;;
FORD ;FUSION FLEX;G;>100;2013; 53.837 ;FUSION;;;
NISSAN ;MARCH 16SL CVT;G;<80;2020; 53.817 ;MARCH;;;
TOYOTA ;HILUX CD4X2 SRV;D;>100;2009; 53.810 ;HILUX;;;
PEUGEOT ;3008GRIFFE THP;G;>100;2015; 53.798 ;3008GRIFFE;;;
RENAULT ;SANDERO RLIN10MT;G;<80;2021; 53.793 ;SANDERO;;;
FORD ;TRANSIT REVES AMB;D;>100;2012; 53.792 ;TRANSIT;;;
JEEP ;GCHEROKEE LRD3.6L;G;>100;2011; 53.785 ;GCHEROKEE;;;
PEUGEOT ;BOX TRANSFORM A;D;>100;2013; 53.771 ;BOX;;;
FORD ;KA SE 1.0 SD C;G;<80;2021; 53.760 ;KA;;;
FORD ;KA SE PLUS 1.0 SD C;G;<80;2021; 53.760 ;KA;;;
RENAULT ;MASTER TRANS ESC;D;>100;2011; 53.760 ;MASTER;;;
FIAT ;DMC GREENCAR AM06;D;>100;2012; 53.758 ;DMC;;;
TOYOTA ;HILUX CD4X2 SR;G;>100;2011; 53.755 ;HILUX;;;
RENAULT ;MASTER MARIMAR A;D;>100;2015; 53.748 ;MASTER;;;
PEUGEOT ;BETOCAR BOXER.CH;D;>100;2009; 53.741 ;BETOCAR;;;
TOYOTA ;YARIS HB XLPLUSAT;G;>100;2018; 53.734 ;YARIS;;;
VW ;TOUAREG V8;G;>100;2008; 53.733 ;TOUAREG;;;
VW ;GOLF COMFORTLINE MA;G;>100;2015; 53.725 ;GOLF;;;
RENAULT ;SANDERO ZEN16CVT;G;<80;2020; 53.721 ;SANDERO;;;
FIAT ;CRONOS 1.8 AT;G;<80;2019; 53.718 ;CRONOS;;;
PEUGEOT ;BOX GUERRA MIC20;D;>100;2011; 53.714 ;BOX;;;
FIAT ;DUCATO MULT JAEDI T;D;>100;2011; 53.713 ;DUCATO;;;
CHEV ;SPIN 1.8L AT LT;G;<80;2018; 53.708 ;SPIN;;;
NISSAN ;FRONTIER XE 25 X4;G;>100;2011; 53.708 ;FRONTIER;;;
TOYOTA ;HILUX CD4X2 SR;D;>100;2009; 53.707 ;HILUX;;;
NISSAN ;SENTRA 20S CVT;G;>100;2017; 53.702 ;SENTRA;;;
FIAT ;DUCATO MU CIRILO A3;D;>100;2011; 53.700 ;DUCATO;;;
CHERY ;TIGGO2 1.5 AT LOOK;G;<80;2019; 53.689 ;TIGGO2;;;
JAGUAR ;X TYPE 3.0;G;>100;2006; 53.687 ;X;;;
VW ;POLO HL AD;G;80-100;2017; 53.685 ;POLO;;;
FIAT ;DUCATO GREENCAR MO3;D;>100;2014; 53.677 ;DUCATO;;;
TOYOTA ;HILUX CS4X4CHAS;D;>100;2014; 53.670 ;HILUX;;;
CHEV ;ONIX PLUS 10TMT LT1;G;<80;2020; 53.660 ;ONIX;;;
VW ;18310 TITAN VIR 4X2;D;>100;2006; 53.641 ;18310;;;
FIAT ;DUCAMA FFORMA MIC23;D;>100;2011; 53.640 ;DUCAMA;;;
VW ;POLO CL AD;G;<80;2018; 53.613 ;POLO;;;
FIAT ;DUCATO C UNIVIDAS A;D;>100;2011; 53.607 ;DUCATO;;;
